"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-9", "3719", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-9", "3720", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-7", "3721", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-7", "3722", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-8", "3723", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-5", "3724", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-9", "3725", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-7", "3726", "RW_Semaphore.java:46", "Field Read", " context=s2:3, d"
"Thread-8", "3727", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-7", "3728", "RW_Semaphore.java:46", "Method Call", " caller=s2:3#run:3, target=Database:1#read:8"
"Thread-7", "3729", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-7", "3730", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-8", "3731", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=4"
"Thread-6", "3732", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-7", "3733", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-8", "3734", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-6", "3735", "RW_Semaphore.java:49", "Field Read", " context=s2:2, d"
"Thread-7", "3736", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:8, result=55555"
"Thread-7", "3737", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:8, value=55555"
"Thread-8", "3738", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-6", "3739", "RW_Semaphore.java:49", "Method Call", " caller=s2:2#run:2, target=Database:1#done_read:7"
"Thread-6", "3740", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-6", "3741", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-7", "3742", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-7", "3743", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-8", "3744", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "3745", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-6", "3746", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-8", "3747", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-5", "3748", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-7", "3749", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-8", "3750", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:9, value=<void>"
"Thread-5", "3751", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=3"
"Thread-8", "3752", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-8", "3753", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-5", "3754", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "3755", "RW_Semaphore.java:46", "Field Read", " context=s2:4, d"
"Thread-5", "3756", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-8", "3757", "RW_Semaphore.java:46", "Method Call", " caller=s2:4#run:4, target=Database:1#read:9"
"Thread-8", "3758", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-8", "3759", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-5", "3760", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "3761", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-8", "3762", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-5", "3763", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "3764", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-8", "3765", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:9, result=55555"
"Thread-8", "3766", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:9, value=55555"
"Thread-5", "3767", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-9", "3768", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-8", "3769", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-8", "3770", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-5", "3771", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-9", "3772", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-5", "3773", "RW_Semaphore.java:118", "Field Read", " context=Database:1, s2"
"Thread-9", "3774", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-8", "3775", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-5", "3776", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-9", "3777", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=4"
"Thread-5", "3778", "RW_Semaphore.java:122", "Method Exit", " returner=Database:1#done_read:6, value=<void>"
"Thread-9", "3779", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-5", "3780", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-5", "3781", "RW_Semaphore.java:44", "Line Step", " file=RW_Semaphore.java, line=44"
"Thread-9", "3782", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-5", "3783", "RW_Semaphore.java:44", "Variable Write", " context=s2:1#run:1, i=2"
"Thread-5", "3784", "RW_Semaphore.java:45", "Line Step", " file=RW_Semaphore.java, line=45"
"Thread-9", "3785", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-6", "3786", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-5", "3787", "RW_Semaphore.java:45", "Field Read", " context=s2:1, d"
"Thread-9", "3788", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-6", "3789", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-5", "3790", "RW_Semaphore.java:45", "Method Call", " caller=s2:1#run:1, target=Database:1#request_read:11"
"Thread-5", "3791", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-5", "3792", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-9", "3793", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:10, value=<void>"
"Thread-6", "3794", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=3"
"Thread-5", "3795", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-9", "3796", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-9", "3797", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-6", "3798", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-9", "3799", "RW_Semaphore.java:46", "Field Read", " context=s2:5, d"
"Thread-6", "3800", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-7", "3801", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-9", "3802", "RW_Semaphore.java:46", "Method Call", " caller=s2:5#run:5, target=Database:1#read:10"
"Thread-9", "3803", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-9", "3804", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-6", "3805", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-5", "3806", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-7", "3807", "RW_Semaphore.java:49", "Field Read", " context=s2:3, d"
"Thread-9", "3808", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-6", "3809", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-5", "3810", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-7", "3811", "RW_Semaphore.java:49", "Method Call", " caller=s2:3#run:3, target=Database:1#done_read:8"
"Thread-7", "3812", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-7", "3813", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-9", "3814", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:10, result=55555"
"Thread-9", "3815", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:10, value=55555"
"Thread-6", "3816", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-5", "3817", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-7", "3818", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-9", "3819", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-9", "3820", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-6", "3821", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-5", "3822", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-6", "3823", "RW_Semaphore.java:118", "Field Read", " context=Database:1, s2"
"Thread-5", "3824", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-9", "3825", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-6", "3826", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-8", "3827", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "3828", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=4"
"Thread-6", "3829", "RW_Semaphore.java:122", "Method Exit", " returner=Database:1#done_read:7, value=<void>"
"Thread-8", "3830", "RW_Semaphore.java:49", "Field Read", " context=s2:4, d"
"Thread-5", "3831", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-6", "3832", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-6", "3833", "RW_Semaphore.java:44", "Line Step", " file=RW_Semaphore.java, line=44"
"Thread-8", "3834", "RW_Semaphore.java:49", "Method Call", " caller=s2:4#run:4, target=Database:1#done_read:9"
"Thread-8", "3835", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-8", "3836", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-5", "3837", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-6", "3838", "RW_Semaphore.java:44", "Variable Write", " context=s2:2#run:2, i=2"
"Thread-6", "3839", "RW_Semaphore.java:45", "Line Step", " file=RW_Semaphore.java, line=45"
"Thread-8", "3840", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-5", "3841", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-7", "3842", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-6", "3843", "RW_Semaphore.java:45", "Field Read", " context=s2:2, d"
"Thread-5", "3844", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-7", "3845", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-6", "3846", "RW_Semaphore.java:45", "Method Call", " caller=s2:2#run:2, target=Database:1#request_read:12"
"Thread-6", "3847", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-6", "3848", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-5", "3849", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:11, value=<void>"
"Thread-7", "3850", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=3"
"Thread-6", "3851", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-5", "3852", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-5", "3853", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-7", "3854", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-5", "3855", "RW_Semaphore.java:46", "Field Read", " context=s2:1, d"
"Thread-7", "3856", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-5", "3857", "RW_Semaphore.java:46", "Method Call", " caller=s2:1#run:1, target=Database:1#read:11"
"Thread-5", "3858", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-5", "3859", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-7", "3860", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "3861", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-5", "3862", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-7", "3863", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "3864", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-5", "3865", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:11, result=55555"
"Thread-5", "3866", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:11, value=55555"
"Thread-7", "3867", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-8", "3868", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=2"
"Thread-5", "3869", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-5", "3870", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-7", "3871", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-8", "3872", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-7", "3873", "RW_Semaphore.java:118", "Field Read", " context=Database:1, s2"
"Thread-8", "3874", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-9", "3875", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-7", "3876", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-5", "3877", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-8", "3878", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-6", "3879", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-9", "3880", "RW_Semaphore.java:49", "Field Read", " context=s2:5, d"
"Thread-7", "3881", "RW_Semaphore.java:122", "Method Exit", " returner=Database:1#done_read:8, value=<void>"
"Thread-8", "3882", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-6", "3883", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-9", "3884", "RW_Semaphore.java:49", "Method Call", " caller=s2:5#run:5, target=Database:1#done_read:10"
"Thread-9", "3885", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-9", "3886", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-7", "3887", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-7", "3888", "RW_Semaphore.java:44", "Line Step", " file=RW_Semaphore.java, line=44"
"Thread-8", "3889", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-6", "3890", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-9", "3891", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-7", "3892", "RW_Semaphore.java:44", "Variable Write", " context=s2:3#run:3, i=2"
"Thread-7", "3893", "RW_Semaphore.java:45", "Line Step", " file=RW_Semaphore.java, line=45"
"Thread-8", "3894", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-6", "3895", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-7", "3896", "RW_Semaphore.java:45", "Field Read", " context=s2:3, d"
"Thread-8", "3897", "RW_Semaphore.java:118", "Field Read", " context=Database:1, s2"
"Thread-6", "3898", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-7", "3899", "RW_Semaphore.java:45", "Method Call", " caller=s2:3#run:3, target=Database:1#request_read:13"
"Thread-7", "3900", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-7", "3901", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-8", "3902", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-6", "3903", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=3"
"Thread-7", "3904", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-8", "3905", "RW_Semaphore.java:122", "Method Exit", " returner=Database:1#done_read:9, value=<void>"
"Thread-6", "3906", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-8", "3907", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-8", "3908", "RW_Semaphore.java:44", "Line Step", " file=RW_Semaphore.java, line=44"
"Thread-6", "3909", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-8", "3910", "RW_Semaphore.java:44", "Variable Write", " context=s2:4#run:4, i=2"
"Thread-8", "3911", "RW_Semaphore.java:45", "Line Step", " file=RW_Semaphore.java, line=45"
"Thread-6", "3912", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-9", "3913", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-8", "3914", "RW_Semaphore.java:45", "Field Read", " context=s2:4, d"
"Thread-6", "3915", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-9", "3916", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-8", "3917", "RW_Semaphore.java:45", "Method Call", " caller=s2:4#run:4, target=Database:1#request_read:14"
"Thread-8", "3918", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-8", "3919", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-6", "3920", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:12, value=<void>"
"Thread-9", "3921", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=2"
"Thread-8", "3922", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-6", "3923", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-6", "3924", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-9", "3925", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-6", "3926", "RW_Semaphore.java:46", "Field Read", " context=s2:2, d"
"Thread-9", "3927", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-6", "3928", "RW_Semaphore.java:46", "Method Call", " caller=s2:2#run:2, target=Database:1#read:12"
"Thread-6", "3929", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-6", "3930", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-9", "3931", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-7", "3932", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-6", "3933", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-9", "3934", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-5", "3935", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-7", "3936", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-6", "3937", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:12, result=55555"
"Thread-6", "3938", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:12, value=55555"
"Thread-9", "3939", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-5", "3940", "RW_Semaphore.java:49", "Field Read", " context=s2:1, d"
"Thread-7", "3941", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-6", "3942", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-6", "3943", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-9", "3944", "RW_Semaphore.java:118", "Line Step", " file=RW_Semaphore.java, line=118"
"Thread-5", "3945", "RW_Semaphore.java:49", "Method Call", " caller=s2:1#run:1, target=Database:1#done_read:11"
"Thread-5", "3946", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-5", "3947", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-7", "3948", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-9", "3949", "RW_Semaphore.java:118", "Field Read", " context=Database:1, s2"
"Thread-6", "3950", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-5", "3951", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-7", "3952", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-9", "3953", "RW_Semaphore.java:122", "Line Step", " file=RW_Semaphore.java, line=122"
"Thread-7", "3954", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=3"
"Thread-9", "3955", "RW_Semaphore.java:122", "Method Exit", " returner=Database:1#done_read:10, value=<void>"
"Thread-7", "3956", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-9", "3957", "RW_Semaphore.java:49", "Method Returned", " "
"Thread-9", "3958", "RW_Semaphore.java:44", "Line Step", " file=RW_Semaphore.java, line=44"
"Thread-7", "3959", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-9", "3960", "RW_Semaphore.java:44", "Variable Write", " context=s2:5#run:5, i=2"
"Thread-9", "3961", "RW_Semaphore.java:45", "Line Step", " file=RW_Semaphore.java, line=45"
"Thread-7", "3962", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-8", "3963", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-9", "3964", "RW_Semaphore.java:45", "Field Read", " context=s2:5, d"
"Thread-7", "3965", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-8", "3966", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-9", "3967", "RW_Semaphore.java:45", "Method Call", " caller=s2:5#run:5, target=Database:1#request_read:15"
"Thread-9", "3968", "RW_Semaphore.java:90", "Method Entered", " "
"Thread-9", "3969", "RW_Semaphore.java:92", "Line Step", " file=RW_Semaphore.java, line=92"
"Thread-7", "3970", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:13, value=<void>"
"Thread-8", "3971", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-9", "3972", "RW_Semaphore.java:92", "Field Read", " context=Database:1, s1"
"Thread-7", "3973", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-7", "3974", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-8", "3975", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-7", "3976", "RW_Semaphore.java:46", "Field Read", " context=s2:3, d"
"Thread-8", "3977", "RW_Semaphore.java:100", "Field Read", " context=Database:1, r"
"Thread-7", "3978", "RW_Semaphore.java:46", "Method Call", " caller=s2:3#run:3, target=Database:1#read:13"
"Thread-7", "3979", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-7", "3980", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-8", "3981", "RW_Semaphore.java:100", "Field Write", " context=Database:1, r=4"
"Thread-7", "3982", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-8", "3983", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-7", "3984", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:13, result=55555"
"Thread-7", "3985", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:13, value=55555"
"Thread-8", "3986", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s1"
"Thread-7", "3987", "RW_Semaphore.java:46", "Method Returned", " "
"Thread-7", "3988", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-8", "3989", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "3990", "RW_Semaphore.java:108", "Line Step", " file=RW_Semaphore.java, line=108"
"Thread-8", "3991", "RW_Semaphore.java:103", "Line Step", " file=RW_Semaphore.java, line=103"
"Thread-5", "3992", "RW_Semaphore.java:108", "Field Read", " context=Database:1, r"
"Thread-7", "3993", "RW_Semaphore.java:47", "Line Step", " file=RW_Semaphore.java, line=47"
"Thread-8", "3994", "RW_Semaphore.java:103", "Method Exit", " returner=Database:1#request_read:14, value=<void>"
"Thread-5", "3995", "RW_Semaphore.java:108", "Field Write", " context=Database:1, r=3"
"Thread-8", "3996", "RW_Semaphore.java:45", "Method Returned", " "
"Thread-8", "3997", "RW_Semaphore.java:46", "Line Step", " file=RW_Semaphore.java, line=46"
"Thread-5", "3998", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "3999", "RW_Semaphore.java:46", "Field Read", " context=s2:4, d"
"Thread-6", "4000", "RW_Semaphore.java:49", "Line Step", " file=RW_Semaphore.java, line=49"
"Thread-5", "4001", "RW_Semaphore.java:109", "Field Read", " context=Database:1, s1"
"Thread-8", "4002", "RW_Semaphore.java:46", "Method Call", " caller=s2:4#run:4, target=Database:1#read:14"
"Thread-8", "4003", "RW_Semaphore.java:159", "Method Entered", " "
"Thread-8", "4004", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-6", "4005", "RW_Semaphore.java:49", "Field Read", " context=s2:2, d"
"Thread-5", "4006", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "4007", "RW_Semaphore.java:93", "Line Step", " file=RW_Semaphore.java, line=93"
"Thread-8", "4008", "RW_Semaphore.java:160", "Field Read", " context=Database:1, data"
"Thread-6", "4009", "RW_Semaphore.java:49", "Method Call", " caller=s2:2#run:2, target=Database:1#done_read:12"
"Thread-6", "4010", "RW_Semaphore.java:105", "Method Entered", " "
"Thread-6", "4011", "RW_Semaphore.java:107", "Line Step", " file=RW_Semaphore.java, line=107"
"Thread-5", "4012", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "4013", "RW_Semaphore.java:93", "Field Read", " context=Database:1, w"
"Thread-8", "4014", "RW_Semaphore.java:160", "Variable Write", " context=Database:1#read:14, result=55555"
"Thread-8", "4015", "RW_Semaphore.java:160", "Method Exit", " returner=Database:1#read:14, value=55555"
"Thread-6", "4016", "RW_Semaphore.java:107", "Field Read", " context=Database:1, s1"
"Thread-5", "4017", "RW_Semaphore.java:112", "Field Read", " context=Database:1, ww"
"Thread-9", "4018", "RW_Semaphore.java:93", "Field Read", " context=Database:1, ww"
"Thread-8", "4019", "RW_Semaphore.java:46", "Method Returned", " "
